Precinct,Location,Address
882,Julia W Kahla Middle School,"16212 West Little York Road, east of Queenston Boulevard,Houston, 77084-6509"
883,Carolee Booker Elementary School,"22352 Imperial Valley Drive, at Bammel Road, Houston,77073-1101"
884,McDougle Elementary School,"10410 Kansack Lane, at Seton Lake Drive, Houston, 77086"
885,Atascocita Middle School,"18810 West Lake Houston Parkway, at Tournament Trails,Humble, 77346-3186"
886,First Baptist Church Heights Fellowship Hall,"201 East 9th Street, at Harvard Street, Houston, 77007-1601"
887,First Baptist Church Heights Fellowship Hall,"201 East 9th Street, at Harvard Street, Houston, 77007-1601"
888,River Pines Elementary School,"2400 Cold River Drive, at Delicado Street, Humble, 77396-4290"
889,Settegast Park Community Center,"3000 Garrow Street, at Middleton Street, Houston, 77003-2326"
890,New High School for Law Enforcement,"3505 Coyle Street, at Tharp Avenue, Houston, 77003"
891,Linkwood Park Community Center,"3699 Norris Drive, at Ilona Lane, Houston, 77025-3600"
892,New High School for Law Enforcement,"3505 Coyle Street, at Tharp Avenue, Houston, 77003"
893,Fondren Park Community Building,"11802 Mclain Boulevard, at Gregory Boulevard, MissouriCity, 77071-3334"
894,Helen Major Elementary School,"16855 Sugar Pine Drive, at FM 1960 West, Houston, 77090-3626"
895,Poe Elementary School,"5100 Hazard Street, at South Boulevard, Houston, 77098-5330"
896,Poe Elementary School,"5100 Hazard Street, at South Boulevard, Houston, 77098-5330"
897,Northgate Crossing Elementary School,"23437 Northgate Crossing Boulevard, at Hardy Toll Road,Spring, 77373-5687"
898,Autumn Creek Baptist Church,"6735 Barker Cypress Road, at Autumn Hills Drive, Houston,77084-1056"
899,Glen Cheek Education Building at Bush Park,"16002 Westheimer Parkway, at Pigeon Court, Houston,77082"
900,Dogan Elementary School,"4202 Liberty Road, near Altoona Street, Houston, 77009-8437"
901,Woodie Coker Andre Elementary School,"8111 Fry Road, at Longenbaugh Road, Cypress, 77433"
902,Resurrection Metropolitan Community Church,"2025 West 11th Street, near T C Jester Boulevard, Houston,77008-6320"
903,Canyon Pointe Elementary School,"13002 Northpointe Boulevard, at Northpointe Manor,Tomball, 77377-5868"
904,Lafaye Johnson Lee Elementary School,"12900 West Little York Road, at McKendree Park, Houston,77041-4212"
905,Jacinto City Town Center Community Center,"1025 Oates Road, at Challenger 7, Jacinto City, 77029-2037"
906,West University Scout House,"6108 Edloe Street, at Rice Boulevard, Houston, 77005-2899"
907,Webster Civic Center,"311 Pennsylvania Avenue, at South Austin Street, Webster,77598-5230"
908,Pearl Hall Elementary School,"1504 9th Street, at Avenue North, South Houston, 77587-5000"
909,Armandina Farias Early Childhood Center,"515 Rittenhouse Street, at Nordling Road, Houston, 77076"
910,Armandina Farias Early Childhood Center,"515 Rittenhouse Street, at Nordling Road, Houston, 77076"
911,HCPL Octavia Fields Branch Library,"1503 South Houston Avenue, at Will Clayton Parkway,Humble, 77338-4822"
912,McNabb Elementary School,"743 East Cypresswood Drive, at Whitewood Drive, Spring,77373"
913,Tipps Elementary School,"5611 Queenston Boulevard, at Brookhollow Court Drive,Houston, 77084-6431"
914,American Legion Post No 586,"708 East Parker Road, at Guse Street, Houston, 77076-3413"
915,Samuel Matthews Park Community Center,"1728 Hufsmith Road, at Stanolind Road, Tomball, 77375-4918"
916,Bernshausen Elementary School,"11116 Mahaffey Road, near Crestbrook Park Lane, Tomball,77375-6908"
917,Ross Elementary School,"2819 Bay Street, at Eastex Freeway, Houston, 77026-3203"
918,H O A P V Community Building,"1810 Bluebonnet Place Circle, at Valentine Way Drive,Houston, 77019-2999"
919,Katy Junior High School,"5350 Franz Road, at Katy Hockley Cut Off Road, Katy,77493-1747"
920,Space Center Intermediate School,"17400 Saturn Lane, at Hercules Street, Houston, 77058-4400"
921,J P Cornelius Elementary School,"7475 Westover Street, at Winterhaven Drive, Houston,77087-6113"
922,Montrose Branch Houston Public Library,"4100 Montrose Boulevard, at Colquitt Street, Houston,77006-4938"
923,Pope Elementary School,"19019 North Bridgeland Lake Parkway, at Bridge CoveDrive, Cypress, 77433-3468"
924,Bruce Elementary School,"510 Jensen Drive, at Grayson Street, Houston, 77020-5834"
925,Woodland Acres Middle School,"12947 Myrtle Lane, near Cheatham Lane, Houston, 77015"
926,Willow Creek Elementary School in Tomball ISD,"18302 North Eldridge Parkway, at Northpointe Boulevard,Tomball, 77377-8084"
927,Waltrip High School,"1900 West 34th Street, at Ella Boulevard, Houston, 77018-6186"
928,Ross Elementary School,"2819 Bay Street, at Eastex Freeway, Houston, 77026-3203"
929,Wheatley Senior High School,"4801 Providence Street, at Finnigan Street, Houston,77020-7235"
930,Hill Zion Missionary Baptist Church,"8317 Curry Road, at Bostic Street, Houston, 77093-8307"
931,Longfellow Elementary School,"3617 Norris Drive, at Timberside Drive, Houston, 77025-3600"
932,Longfellow Elementary School,"3617 Norris Drive, at Timberside Drive, Houston, 77025-3600"
933,Longfellow Elementary School,"3617 Norris Drive, at Timberside Drive, Houston, 77025-3600"
934,Aldine Middle School,"14908 Aldine Westfield Road, at Aldine Bender Road,Houston, 77032-3097"
935,Jacinto City Town Center Community Center,"1025 Oates Road, at Challenger 7, Jacinto City, 77029-2037"
936,Aldine Middle School,"14908 Aldine Westfield Road, at Aldine Bender Road,Houston, 77032-3097"
937,Anclamars W Reception,"10330 Eastex Freeway, south of Lakewood Drive, Houston,77093-4902"
938,William S Sutton Elementary School,"7402 Albacore Drive, at Sharpview Drive, Houston, 77074-6512"
939,Lafaye Johnson Lee Elementary School,"12900 West Little York Road, at McKendree Park, Houston,77041-4212"
940,Dogan Elementary School,"4202 Liberty Road, near Altoona Street, Houston, 77009-8437"
941,Space Center Intermediate School,"17400 Saturn Lane, at Hercules Street, Houston, 77058-4400"
942,The Forum at Memorial Woods Multi Purpose Room,"777 North Post Oak Road, near Memorial Woods Drive,Houston, 77024-3800"
943,Mildred Rickard Landis Elementary School,"10255 Spice Lane, at Course Drive, Houston, 77072-5035"
944,Piney Point Elementary School,"8921 Pagewood Lane, at Fondren Road, Houston, 77063-5543"
945,Golfcrest Elementary School,"7414 Fairway Drive, at Joplin Street, Houston, 77087-3623"
946,Golfcrest Elementary School,"7414 Fairway Drive, at Joplin Street, Houston, 77087-3623"
947,Willow Meadows Baptist Church,"4300 West Bellfort Street, at Greenwillow Street, Houston,77035-3602"
948,Willow Meadows Baptist Church,"4300 West Bellfort Street, at Greenwillow Street, Houston,77035-3602"
949,Willow Meadows Baptist Church,"4300 West Bellfort Street, at Greenwillow Street, Houston,77035-3602"
950,Deer Park Junior High School,"410 East 9th Street, near Columbia Street, Deer Park,77536"
951,Lone Star College Cypress Center,"19710 Clay Road, near North Fry Road, Katy, 77449"
952,Elrod Elementary School,"6230 Dumfries Drive, At Bob White Drive, Houston, 77096-4603"
953,Looscan Elementary School,"3800 Robertson Street, at Shelby Street, Houston, 77009-4959"
954,Felix L Baldree Building,"13828 Corpus Christi Street, at Freeport Street, Houston,77015-3912"
955,Creekside Park Junior High School,"8711 Creekside Green Drive, at Kuykendahl Road, TheWoodlands, 77375-1418"
956,Pershing Middle School,"3838 Blue Bonnet Boulevard, at Braes Boulevard, Houston,77025-1230"
957,Link Elementary School,"2815 Ridge Hollow Drive, at Walters Road, Houston, 77067-1939"
958,Saint Paul A M E Church,"1554 Gears Road, at Adel Road, Houston, 77067-4104"
959,Thomas Gray Elementary School,"700 West Road, at Ella Boulevard, Houston, 77038-2506"
960,Sierra Meadows Apartments,"9835 North Sam Houston Parkway East, near John RalstonRoad, Humble, 77396-4637"
961,First New Hope Bible Church,"5400 West Mount Houston Road, at Moon Light Forest,Houston, 77088-1271"
962,Bruce Elementary School,"510 Jensen Drive, at Grayson Street, Houston, 77020-5834"
963,Sheldon Elementary School,"17203 Hall Shepperd Road, at Lamkin Road, Houston,77049-1049"
964,Lakeshore Elementary School,"13333 Breakwater Path Drive, at West Lake HoustonParkway, Houston, 77044-1377"
965,Sheldon Elementary School,"17203 Hall Shepperd Road, at Lamkin Road, Houston,77049-1049"
966,Crowne Plaza Houston Northwest Brookhollow,"12801 Northwest Freeway, at Pinemont Drive, Houston,77040-6301"
967,Humble Middle School,"11207 Will Clayton Parkway, at Woodland Hills Drive,Humble, 77346-3005"
968,Woodcreek Middle School,"14600 Woodson Park Drive, at Summer Palmentto Drive,Houston, 77044-4492"
969,Crestmont Park Community Center,"5200 Selinsky Road, at Glenhollow Drive, Houston, 77048-1739"
970,Black Elementary School,"160 Mill Stream Lane, at Imperial Valley Drive, Houston,77060-4199"
971,Carverdale Park Community Center,"9920 Porto Rico Road, at Sweetbay Lane, Houston, 77041-7536"
972,Genoa Staff Development Center,"12900 Almeda Genoa Road, at Palmhill Street, Houston,77034-4636"
973,Spring Branch Elementary School,"1700 Campbell Road, near Long Point Road, Houston,77080-7404"
974,Linkwood Park Community Center,"3699 Norris Drive, at Ilona Lane, Houston, 77025-3600"
975,Josie Ruth Smith Academy,"5815 West Little York Road, at Antoine Street, Houston,77091-1199"
976,Sheldon Elementary School,"17203 Hall Shepperd Road, at Lamkin Road, Houston,77049-1049"
977,McDougle Elementary School,"10410 Kansack Lane, at Seton Lake Drive, Houston, 77086"
978,Ross Elementary School,"2819 Bay Street, at Eastex Freeway, Houston, 77026-3203"
979,River Pines Elementary School,"2400 Cold River Drive, at Delicado Street, Humble, 77396-4290"
980,Wortham Village Clubhouse,"10911 Wortham Boulevard, at Walnut Lake Road, Houston,77065"
981,Beneke Elementary School,"3840 Briarchase Drive, at Manor Street, Houston, 77014-2755"
982,Wildwood Elementary School,"13802 Northpointe Boulevard, at Shaw Road, Tomball,77377-2442"
983,Lakewood Elementary School,"15614 Gettysburg Drive, between Hermitage Oaks andAuburn Hills, Tomball, 77377"
984,Holub Middle School,"9515 South Dairy Ashford Road, at Bissonnet Street,Houston, 77099-4909"
985,Creekbend Gardens Apartments,"8106 Creekbend Drive, near Braescreek Drive, Houston,77071-1547"
986,Creekbend Gardens Apartments,"8106 Creekbend Drive, near Braescreek Drive, Houston,77071-1547"
987,Osborne Elementary School,"800 Ringold Street, at Lawn Street, Houston, 77088-6337"
988,Crosby Kindergarten Center  PreK Center North,"5910 Pecan Street, at Runneburg Road, Crosby, 77532-5866"
989,American Legion Post No 586,"708 East Parker Road, at Guse Street, Houston, 77076-3413"
990,Shotwell Middle School,"6515 Trail Valley Way, at Antoine Drive, Houston, 77086-2024"
991,Chimney Hill Community Center,"13720 Smokey Trail Drive, at Jackrabbit Road, Houston,77041-1619"
992,Lone Star College Cypress Center,"19710 Clay Road, near North Fry Road, Katy, 77449"
993,Saint Anne de Beaupre Catholic Church,"2810 Link Road, at East 29th Street, Houston, 77009-1196"
994,Hobby Elementary School,"4021 Woodmont Drive, at White Heather Drive, Houston,77045-3515"
995,Townwood Community Center,"3402 Simsbrook Drive, at Buffalo Speedway, Houston,77045-4603"
996,HCPL Parker Williams Branch Library,"10851 Scarsdale Boulevard Suite 510, at Beamer Road,Houston, 77089-5740"
997,Hampton Inn and Suites,"150 Wagon Point Drive, at IH 45, Houston, 77090-2821"
998,Ulrich Intermediate School,"10103 Spring Cypress Road, at Cutten Road, Houston,77070-6417"
999,Leonel J Castillo Community Center,"2101 South Street, at Henry Street, Houston, 77009-8039"
1000,Mildred Rickard Landis Elementary School,"10255 Spice Lane, at Course Drive, Houston, 77072-5035"
1001,Youngblood Intermediate School,"8410 Dairy View Lane, at Beechnut Street, Houston, 77072-3977"
1002,Judy Bush Elementary School,"9730 Stroud Drive, at Corporate Street, Houston, 77036-5105"
1003,Valley Oaks Elementary School,"8390 Westview Drive, at Pech Road, Houston, 77055-6738"
1004,Wainwright Elementary School,"5330 Milwee Street, at Costa Rica Road, Houston, 77092-6655"
1005,Settegast Park Community Center,"3000 Garrow Street, at Middleton Street, Houston, 77003-2326"
1006,Mayde Creek Junior High School,"2700 Greenhouse Road, at Spanish Needle Drive, Houston,77084-4498"
1007,AW Jones EC PK Center,"8003 Forest Point Drive, at Cottonglade Lane, Humble,77338-1894"
1008,Newport Elementary School,"430 North Diamondhead Boulevard, at Port O Call, Crosby,77532-4103"
1009,Mayde Creek Junior High School,"2700 Greenhouse Road, at Spanish Needle Drive, Houston,77084-4498"
1010,Robert L Frost Elementary School,"5002 Almeda Genoa Road, at Hendrickson Street, Houston,77048-4725"
1011,Hollibrook Elementary School,"3602 Hollister Street, at Sonneville Drive, Houston, 77080-1899"
1012,Iglesia Bautista Libre,"10331 Veterans Memorial Drive, at Woodsdale Boulevard,Houston, 77038-1727"
